Date,Aceh,Bali,Banten,Bengkulu,DI Yogyakarta,DKI Jakarta,Gorontalo,Jambi,Jawa Barat,Jawa Tengah,Jawa Timur,Kalimantan Barat,Kalimantan Selatan,Kalimantan Tengah,Kalimantan Timur,Kalimantan Utara,Kepulauan Bangka Belitung,Kepulauan Riau,Lampung,Maluku Utara,Maluku,Nusa Tenggara Barat,Nusa Tenggara Timur,Papua Barat,Papua,Riau,Sulawesi Barat,Sulawesi Selatan,Sulawesi Tengah,Sulawesi Tenggara,Sulawesi Utara,Sumatera Barat,Sumatera Selatan,Sumatera Utara
2024-10-01,39110.0,35530.0,39250.0,39100.0,36090.0,40520.0,44480.0,37430.0,38400.0,35630.0,34950.0,38360.0,37920.0,40070.0,42100.0,42820.0,39730.0,34720.0,37180.0,51750.0,44070.0,38250.0,40540.0,50850.0,51350.0,38290.0,40510.0,40500.0,44640.0,46480.0,44580.0,37300.0,37540.0,38340.0
